Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit_Score,Type,Currency,Lender_Name,Lender_Min_Credit_Score,Restricted_Type,Favorite_Type,Lender_Currency
,,,,,,,,,,,,Industrial Machinery/Components,Rupiah,"Rempel, Turcotte and Kessler",404,Major Pharmaceuticals,Industrial Machinery/Components,Rupiah
,,,,,,,,,,,,Biotechnology: Biological Products (No Diagnostic Substances),Yuan Renminbi,"Collins, Howe and Boyle",410,n/a,Biotechnology: Biological Products (No Diagnostic Substances),Yuan Renminbi
,,,,,,,,,,,,Investment Bankers/Brokers/Service,Real,Waters-Lehner,564,n/a,Investment Bankers/Brokers/Service,Real
,,,,,,,,,,,,Computer Software: Prepackaged Software,Rupiah,Douglas LLC,554,Real Estate Investment Trusts,Computer Software: Prepackaged Software,Rupiah
,,,,,,,,,,,,n/a,Yuan Renminbi,Rau-Schimmel,719,Specialty Chemicals,n/a,Yuan Renminbi
,,,,,,,,,,,,Transportation Services,Manat,Hermiston-Hyatt,416,n/a,Transportation Services,Manat
,,,,,,,,,,,,Marine Transportation,Ruble,Ruecker-Rath,847,Metal Fabrications,Marine Transportation,Ruble
,,,,,,,,,,,,Savings Institutions,Dram,Bernier-Fahey,638,Diversified Commercial Services,Savings Institutions,Dram
,,,,,,,,,,,,Real Estate Investment Trusts,Somoni,"Weber, Rohan and Gusikowski",437,Property-Casualty Insurers,Real Estate Investment Trusts,Somoni
,,,,,,,,,,,,Real Estate Investment Trusts,Real,"Cremin, Goodwin and Vandervort",822,Major Pharmaceuticals,Real Estate Investment Trusts,Real
,,,,,,,,,,,,Computer Software: Prepackaged Software,Euro,"Ortiz, Daniel and Fadel",677,Medical Specialities,Computer Software: Prepackaged Software,Euro
,,,,,,,,,,,,Hotels/Resorts,Yuan Renminbi,Kessler Inc,523,Railroads,Hotels/Resorts,Yuan Renminbi
,,,,,,,,,,,,n/a,Yuan Renminbi,"Rice, Nitzsche and Lueilwitz",359,Business Services,n/a,Yuan Renminbi
,,,,,,,,,,,,Broadcasting,Yuan Renminbi,Corkery and Sons,379,Telecommunications Equipment,Broadcasting,Yuan Renminbi
,,,,,,,,,,,,Telecommunications Equipment,Euro,Anderson LLC,553,n/a,Telecommunications Equipment,Euro
,,,,,,,,,,,,Industrial Specialties,Yuan Renminbi,Rodriguez LLC,397,Major Pharmaceuticals,Industrial Specialties,Yuan Renminbi
,,,,,,,,,,,,EDP Services,Sol,DuBuque-Maggio,809,Diversified Commercial Services,EDP Services,Sol
,,,,,,,,,,,,Major Pharmaceuticals,Euro,"Kuphal, Bauch and Parisian",828,Computer Software: Prepackaged Software,Major Pharmaceuticals,Euro
,,,,,,,,,,,,Telecommunications Equipment,Rupee,"Cremin, Oberbrunner and McClure",632,Natural Gas Distribution,Telecommunications Equipment,Rupee
,,,,,,,,,,,,EDP Services,Sol,Carter-Grady,344,Major Pharmaceuticals,EDP Services,Sol
,,,,,,,,,,,,Commercial Banks,Euro,"Willms, Lockman and Bradtke",907,Package Goods/Cosmetics,Commercial Banks,Euro
,,,,,,,,,,,,Industrial Machinery/Components,Dollar,Metz LLC,621,n/a,Industrial Machinery/Components,Dollar
,,,,,,,,,,,,Real Estate Investment Trusts,Peso,Schamberger-Schaefer,644,Hospital/Nursing Management,Real Estate Investment Trusts,Peso
,,,,,,,,,,,,Metal Fabrications,Ruble,"Fahey, Marks and Von",530,Electric Utilities: Central,Metal Fabrications,Ruble
,,,,,,,,,,,,Office Equipment/Supplies/Services,Koruna,Keeling Group,455,n/a,Office Equipment/Supplies/Services,Koruna
,,,,,,,,,,,,n/a,Hryvnia,Orn Group,386,n/a,n/a,Hryvnia
,,,,,,,,,,,,EDP Services,Yuan Renminbi,Funk-Hills,308,n/a,EDP Services,Yuan Renminbi
,,,,,,,,,,,,Business Services,Hryvnia,Klein-Effertz,793,Apparel,Business Services,Hryvnia
,,,,,,,,,,,,n/a,Rupee,"Kling, Walter and Daugherty",654,Power Generation,n/a,Rupee
,,,,,,,,,,,,n/a,Real,Kirlin LLC,688,Other Consumer Services,n/a,Real
,,,,,,,,,,,,Industrial Specialties,Ruble,"Bernhard, Beahan and Rohan",931,Major Banks,Industrial Specialties,Ruble
,,,,,,,,,,,,Major Chemicals,Rupiah,Halvorson and Sons,490,Containers/Packaging,Major Chemicals,Rupiah
,,,,,,,,,,,,n/a,Sol,Batz LLC,414,n/a,n/a,Sol
,,,,,,,,,,,,Hotels/Resorts,Balboa,Yundt and Sons,620,Telecommunications Equipment,Hotels/Resorts,Balboa
,,,,,,,,,,,,EDP Services,Real,Kozey-Little,676,Major Pharmaceuticals,EDP Services,Real
,,,,,,,,,,,,Catalog/Specialty Distribution,Yuan Renminbi,"Langosh, Farrell and O'Connell",415,Other Specialty Stores,Catalog/Specialty Distribution,Yuan Renminbi
,,,,,,,,,,,,Finance: Consumer Services,Ruble,Kshlerin-Grady,430,Commercial Banks,Finance: Consumer Services,Ruble
,,,,,,,,,,,,Natural Gas Distribution,Kip,"Ullrich, Feil and Grimes",333,n/a,Natural Gas Distribution,Kip
,,,,,,,,,,,,Steel/Iron Ore,Peso,Brakus LLC,522,Real Estate Investment Trusts,Steel/Iron Ore,Peso
,,,,,,,,,,,,Computer Software: Prepackaged Software,Dollar,"Littel, Greenfelder and McKenzie",833,Radio And Television Broadcasting And Communications Equipment,Computer Software: Prepackaged Software,Dollar
,,,,,,,,,,,,Paper,Euro,Greenfelder Inc,947,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Paper,Euro
,,,,,,,,,,,,Natural Gas Distribution,Rupiah,Bode-Harber,811,n/a,Natural Gas Distribution,Rupiah
,,,,,,,,,,,,Natural Gas Distribution,Peso,Heaney-Beahan,441,Telecommunications Equipment,Natural Gas Distribution,Peso
,,,,,,,,,,,,Electric Utilities: Central,Euro,Kertzmann-McClure,401,Investment Managers,Electric Utilities: Central,Euro
,,,,,,,,,,,,Business Services,Hryvnia,Wunsch and Sons,805,n/a,Business Services,Hryvnia
,,,,,,,,,,,,Business Services,Rupiah,McDermott Inc,759,n/a,Business Services,Rupiah
,,,,,,,,,,,,Computer peripheral equipment,Krona,Gislason Inc,751,Other Consumer Services,Computer peripheral equipment,Krona
,,,,,,,,,,,,Life Insurance,Peso,Gleichner-Marvin,917,Other Consumer Services,Life Insurance,Peso
,,,,,,,,,,,,n/a,Franc,Gorczany Group,351,n/a,n/a,Franc
,,,,,,,,,,,,n/a,Ruble,Hagenes-Bauch,370,Oilfield Services/Equipment,n/a,Ruble
,,,,,,,,,,,,Real Estate,Rupiah,Schuster and Sons,491,Real Estate Investment Trusts,Real Estate,Rupiah
,,,,,,,,,,,,Semiconductors,Rupiah,Klocko Inc,796,Real Estate Investment Trusts,Semiconductors,Rupiah
,,,,,,,,,,,,Industrial Machinery/Components,Yen,Murphy-Purdy,417,n/a,Industrial Machinery/Components,Yen
,,,,,,,,,,,,Aerospace,Yuan Renminbi,Schumm-Gottlieb,548,Major Banks,Aerospace,Yuan Renminbi
,,,,,,,,,,,,Beverages (Production/Distribution),Real,Schimmel and Sons,329,Electrical Products,Beverages (Production/Distribution),Real
,,,,,,,,,,,,Major Pharmaceuticals,Rial,O'Kon-Carter,666,Medical/Nursing Services,Major Pharmaceuticals,Rial
,,,,,,,,,,,,"Computer Software: Programming, Data Processing",Dong,Robel-Schaden,656,n/a,"Computer Software: Programming, Data Processing",Dong
,,,,,,,,,,,,Oil Refining/Marketing,Rupiah,Marks Group,363,n/a,Oil Refining/Marketing,Rupiah
,,,,,,,,,,,,n/a,Rial,Lindgren-Parker,630,Consumer: Greeting Cards,n/a,Rial
,,,,,,,,,,,,Television Services,Peso,Auer LLC,559,n/a,Television Services,Peso
,,,,,,,,,,,,Environmental Services,Yuan Renminbi,Hettinger Inc,335,Major Pharmaceuticals,Environmental Services,Yuan Renminbi
,,,,,,,,,,,,n/a,Euro,Stoltenberg-Farrell,784,n/a,n/a,Euro
,,,,,,,,,,,,n/a,Manat,Gusikowski and Sons,894,n/a,n/a,Manat
,,,,,,,,,,,,n/a,Real,Howell LLC,312,Specialty Chemicals,n/a,Real
,,,,,,,,,,,,Professional Services,Kuna,"Funk, Powlowski and Pollich",745,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Professional Services,Kuna
,,,,,,,,,,,,Industrial Machinery/Components,Cordoba,Lehner Group,779,Medical/Dental Instruments,Industrial Machinery/Components,Cordoba
,,,,,,,,,,,,Major Banks,Zloty,Nitzsche Inc,322,Business Services,Major Banks,Zloty
,,,,,,,,,,,,RETAIL: Building Materials,Tala,Rice and Sons,710,Business Services,RETAIL: Building Materials,Tala
,,,,,,,,,,,,n/a,Shilling,Morar-Kovacek,742,Television Services,n/a,Shilling
,,,,,,,,,,,,Biotechnology: Commercial Physical & Biological Resarch,Ruble,Hagenes LLC,698,n/a,Biotechnology: Commercial Physical & Biological Resarch,Ruble
,,,,,,,,,,,,Major Banks,Yuan Renminbi,Gottlieb-Bergnaum,589,Medical/Dental Instruments,Major Banks,Yuan Renminbi
,,,,,,,,,,,,n/a,Peso,"Swift, Collins and Schaefer",636,Real Estate Investment Trusts,n/a,Peso
,,,,,,,,,,,,Oil & Gas Production,Dollar,Schamberger LLC,642,Business Services,Oil & Gas Production,Dollar
,,,,,,,,,,,,Major Banks,Ruble,Dietrich-Heaney,770,Business Services,Major Banks,Ruble
,,,,,,,,,,,,n/a,Yuan Renminbi,"Herzog, Jakubowski and Brakus",418,EDP Services,n/a,Yuan Renminbi
,,,,,,,,,,,,Major Banks,Real,Lebsack LLC,625,Oil Refining/Marketing,Major Banks,Real
,,,,,,,,,,,,Air Freight/Delivery Services,Rupiah,Parisian LLC,417,Major Pharmaceuticals,Air Freight/Delivery Services,Rupiah
,,,,,,,,,,,,n/a,Yuan Renminbi,Ernser-Kuhic,910,n/a,n/a,Yuan Renminbi
,,,,,,,,,,,,n/a,Ruble,Beahan Inc,907,n/a,n/a,Ruble
,,,,,,,,,,,,Industrial Machinery/Components,Euro,Keebler-McCullough,593,Natural Gas Distribution,Industrial Machinery/Components,Euro
,,,,,,,,,,,,n/a,Euro,Rice Inc,791,n/a,n/a,Euro
,,,,,,,,,,,,Publishing,Yuan Renminbi,Hansen-Kub,798,Investment Bankers/Brokers/Service,Publishing,Yuan Renminbi
,,,,,,,,,,,,Semiconductors,Euro,"Wunsch, Reinger and Stroman",446,RETAIL: Building Materials,Semiconductors,Euro
,,,,,,,,,,,,Major Banks,Dinar,"Pfannerstill, Schroeder and McGlynn",405,n/a,Major Banks,Dinar
,,,,,,,,,,,,n/a,Yuan Renminbi,Borer-McDermott,478,n/a,n/a,Yuan Renminbi
,,,,,,,,,,,,Industrial Machinery/Components,Dollar,"Hane, Ritchie and Ledner",486,n/a,Industrial Machinery/Components,Dollar
,,,,,,,,,,,,Business Services,Euro,Funk-Hamill,812,Telecommunications Equipment,Business Services,Euro
,,,,,,,,,,,,Paper,Krona,Anderson-Hammes,743,n/a,Paper,Krona
,,,,,,,,,,,,Major Banks,Yuan Renminbi,Little and Sons,584,Real Estate Investment Trusts,Major Banks,Yuan Renminbi
,,,,,,,,,,,,n/a,Krona,Nitzsche-Aufderhar,368,Major Banks,n/a,Krona
,,,,,,,,,,,,Industrial Machinery/Components,Rupiah,"Koelpin, Jakubowski and Jones",833,Telecommunications Equipment,Industrial Machinery/Components,Rupiah
,,,,,,,,,,,,Investment Bankers/Brokers/Service,Yuan Renminbi,Raynor Group,508,n/a,Investment Bankers/Brokers/Service,Yuan Renminbi
,,,,,,,,,,,,Telecommunications Equipment,Yuan Renminbi,Raynor and Sons,796,Property-Casualty Insurers,Telecommunications Equipment,Yuan Renminbi
,,,,,,,,,,,,Diversified Commercial Services,Peso,Abernathy-Rippin,426,Business Services,Diversified Commercial Services,Peso
,,,,,,,,,,,,Investment Bankers/Brokers/Service,Baht,Mitchell-Bashirian,395,n/a,Investment Bankers/Brokers/Service,Baht
,,,,,,,,,,,,Property-Casualty Insurers,Yuan Renminbi,"Raynor, Fahey and Mraz",882,n/a,Property-Casualty Insurers,Yuan Renminbi
,,,,,,,,,,,,Precision Instruments,Ruble,"Gislason, Bosco and Howell",467,Hospital/Nursing Management,Precision Instruments,Ruble
,,,,,,,,,,,,n/a,Ruble,Bosco and Sons,807,Oilfield Services/Equipment,n/a,Ruble
,,,,,,,,,,,,Real Estate Investment Trusts,Euro,"Wyman, Zemlak and Hermiston",445,Savings Institutions,Real Estate Investment Trusts,Euro
,,,,,,,,,,,,Semiconductors,Zloty,"King, Schaefer and Ratke",746,Natural Gas Distribution,Semiconductors,Zloty
,,,,,,,,,,,,Oil & Gas Production,Yuan Renminbi,"Jaskolski, Klein and Koch",647,n/a,Oil & Gas Production,Yuan Renminbi
,,,,,,,,,,,,Catalog/Specialty Distribution,Dollar,Schultz-Hansen,944,Electric Utilities: Central,Catalog/Specialty Distribution,Dollar
,,,,,,,,,,,,Industrial Specialties,Yuan Renminbi,Rowe LLC,772,Business Services,Industrial Specialties,Yuan Renminbi
,,,,,,,,,,,,Telecommunications Equipment,Koruna,"Bogisich, Nolan and Cole",877,Major Banks,Telecommunications Equipment,Koruna
,,,,,,,,,,,,Specialty Chemicals,Peso,"Mueller, Kassulke and Quitzon",876,n/a,Specialty Chemicals,Peso
,,,,,,,,,,,,Trucking Freight/Courier Services,Krona,Lindgren-Ward,888,"Computer Software: Programming, Data Processing",Trucking Freight/Courier Services,Krona
,,,,,,,,,,,,Major Banks,Euro,Schroeder-Turner,802,Automotive Aftermarket,Major Banks,Euro
,,,,,,,,,,,,n/a,Yuan Renminbi,"Balistreri, Franecki and Fadel",366,Major Pharmaceuticals,n/a,Yuan Renminbi
,,,,,,,,,,,,n/a,Ruble,"Gorczany, Wilkinson and Jacobi",696,Electric Utilities: Central,n/a,Ruble
,,,,,,,,,,,,Electronic Components,Yuan Renminbi,"Collins, Russel and Monahan",406,Computer Software: Prepackaged Software,Electronic Components,Yuan Renminbi
,,,,,,,,,,,,Major Pharmaceuticals,Rupiah,"Luettgen, Lang and Connelly",583,Medical/Dental Instruments,Major Pharmaceuticals,Rupiah
,,,,,,,,,,,,Major Pharmaceuticals,Rupiah,"Wiza, Mante and Hauck",524,Real Estate,Major Pharmaceuticals,Rupiah
,,,,,,,,,,,,Beverages (Production/Distribution),Zloty,Daniel Group,323,Oil/Gas Transmission,Beverages (Production/Distribution),Zloty
,,,,,,,,,,,,n/a,Real,"Lowe, O'Kon and Ebert",453,Computer Software: Prepackaged Software,n/a,Real
,,,,,,,,,,,,Computer Software: Prepackaged Software,Peso,Kuhic Group,798,Major Banks,Computer Software: Prepackaged Software,Peso
,,,,,,,,,,,,Marine Transportation,Tenge,Kerluke LLC,853,n/a,Marine Transportation,Tenge
,,,,,,,,,,,,Consumer Electronics/Video Chains,Yuan Renminbi,"Ferry, Hammes and Trantow",512,n/a,Consumer Electronics/Video Chains,Yuan Renminbi
,,,,,,,,,,,,n/a,Yuan Renminbi,Goodwin and Sons,572,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,Yuan Renminbi
,,,,,,,,,,,,Major Banks,Yuan Renminbi,"Jakubowski, Lindgren and Bednar",405,Real Estate Investment Trusts,Major Banks,Yuan Renminbi
,,,,,,,,,,,,Oil & Gas Production,Yuan Renminbi,Bergstrom-Fahey,824,Biotechnology: Commercial Physical & Biological Resarch,Oil & Gas Production,Yuan Renminbi
,,,,,,,,,,,,Oil & Gas Production,Yuan Renminbi,"Cummings, Welch and Bartoletti",482,Transportation Services,Oil & Gas Production,Yuan Renminbi
,,,,,,,,,,,,n/a,Lempira,"Bahringer, Denesik and O'Hara",429,Computer Software: Prepackaged Software,n/a,Lempira
,,,,,,,,,,,,Property-Casualty Insurers,Dollar,Klocko-Macejkovic,617,n/a,Property-Casualty Insurers,Dollar
,,,,,,,,,,,,Metal Fabrications,Zloty,Johnston-Shanahan,365,n/a,Metal Fabrications,Zloty
,,,,,,,,,,,,n/a,Dong,Johns-Schoen,847,n/a,n/a,Dong
,,,,,,,,,,,,Military/Government/Technical,Tugrik,"Hansen, Kertzmann and Koch",874,n/a,Military/Government/Technical,Tugrik
,,,,,,,,,,,,Real Estate,Som,Bruen and Sons,887,Military/Government/Technical,Real Estate,Som
,,,,,,,,,,,,Oilfield Services/Equipment,Euro,Schneider-Kessler,335,Industrial Specialties,Oilfield Services/Equipment,Euro
,,,,,,,,,,,,Railroads,Rupiah,Stehr-Kling,473,Real Estate Investment Trusts,Railroads,Rupiah
,,,,,,,,,,,,Construction/Ag Equipment/Trucks,Rupiah,Ebert and Sons,700,Power Generation,Construction/Ag Equipment/Trucks,Rupiah
,,,,,,,,,,,,Business Services,Dollar,Weber LLC,549,n/a,Business Services,Dollar
,,,,,,,,,,,,Major Chemicals,Boliviano,Hoppe-Boyer,934,Major Pharmaceuticals,Major Chemicals,Boliviano
,,,,,,,,,,,,Major Pharmaceuticals,Zloty,Runolfsson Group,451,n/a,Major Pharmaceuticals,Zloty
,,,,,,,,,,,,Investment Bankers/Brokers/Service,Pound,Kertzmann-Homenick,800,EDP Services,Investment Bankers/Brokers/Service,Pound
,,,,,,,,,,,,Natural Gas Distribution,Rial,Schuppe-Hills,858,Oil & Gas Production,Natural Gas Distribution,Rial
,,,,,,,,,,,,n/a,Real,Kulas Group,890,Major Banks,n/a,Real
,,,,,,,,,,,,Major Banks,Bolivar,McGlynn Group,567,Business Services,Major Banks,Bolivar
,,,,,,,,,,,,Real Estate,Dollar,Barrows LLC,553,n/a,Real Estate,Dollar
,,,,,,,,,,,,Industrial Machinery/Components,Ruble,Mohr-Koepp,477,n/a,Industrial Machinery/Components,Ruble
,,,,,,,,,,,,Forest Products,Zloty,Champlin and Sons,896,Military/Government/Technical,Forest Products,Zloty
,,,,,,,,,,,,Oilfield Services/Equipment,Yuan Renminbi,Bashirian-Kozey,654,n/a,Oilfield Services/Equipment,Yuan Renminbi
,,,,,,,,,,,,n/a,Franc,Lockman-Mayer,782,EDP Services,n/a,Franc
,,,,,,,,,,,,Property-Casualty Insurers,Euro,Schamberger Group,932,Business Services,Property-Casualty Insurers,Euro
,,,,,,,,,,,,n/a,Tenge,Schinner-Witting,914,n/a,n/a,Tenge
,,,,,,,,,,,,Specialty Chemicals,Dollar,"Zemlak, Hane and Schulist",781,Real Estate,Specialty Chemicals,Dollar
,,,,,,,,,,,,Electric Utilities: Central,Yuan Renminbi,Fay-Kertzmann,520,Major Pharmaceuticals,Electric Utilities: Central,Yuan Renminbi
,,,,,,,,,,,,Major Banks,Dollar,Cassin Group,732,Industrial Machinery/Components,Major Banks,Dollar
,,,,,,,,,,,,n/a,Sol,Davis LLC,947,Real Estate,n/a,Sol
,,,,,,,,,,,,Department/Specialty Retail Stores,Yuan Renminbi,"Collins, Glover and Thompson",362,Major Chemicals,Department/Specialty Retail Stores,Yuan Renminbi
